Ranking 2022;Año;Ranking 2021;Expediente;Nombre;Tipo;RAMA;CIIU;DETALLE;Region;Provincia;Ciudad;Tamaño;Sector;Cant. Empleados;"Activo
2022";"Patrimonio
2022";"Ingreso por ventas
2022";"Utilidad antes del impuesto
2022";"Utilidad del ejercicio
2022";"Utilidad neta
2022";"IR causado
2022";"Ingreso Total
2022";;
41;2022;40;715075;PTIE- PHOENIX TOWER INTERNATIONAL ECUADOR S.A.;ANÓNIMA;J;J6110.01;ACTIVIDADES DE OPERACIÓN, MANTENIMIENTO O FACILITACIÓN DEL ACCESO A SERVICIOS DE TRANSMISIÓN DE VOZ, DATOS, TEXTO, SONIDO Y VÍDEO UTILIZANDO UNA INFRAESTRUCTURA DE TELECOMUNICACIONES ALAMBRICAS, COMO: OPERACIÓN Y MANTENIMIENTO DE SISTEMAS DE CONMUTACIÓN Y TRANSMISIÓN PARA SUMINISTRAR SERVICIOS DE COMUNICACIONES DE PUNTO A PUNTO POR LÍNEAS ALAMBRICAS, POR MICROONDAS O POR UNA COMBINACIÓN DE LÍNEAS ALAMBRICAS Y CONEXIONES POR SATÉLITE.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;15;358322100;143518773;33393370;-11283102;-11283102;-11283102;0;33393370;;
42;2022;44;103476;INTERNATIONAL WATER SERVICES ( GUAYAQUIL ) INTERAGUA C. LTDA.;RESPONSABILIDAD LIMITADA;E;E3700.00;"ACTIVIDADES DE GESTIÓN DE SISTEMAS DE ALCANTARILLADO Y DE INSTALACIONES DE TRATAMIENTO DE AGUAS RESIDUALES; RECOLECCIÓN Y TRANSPORTE DE AGUAS RESIDUALES HUMANAS O INDUSTRIALES DE UNO O DIVERSOS USUARIOS, ASÍ COMO DE AGUA DE LLUVIA, POR MEDIO DE REDES DE ALCANTARILLADO, COLECTORES, TANQUES Y OTROS MEDIOS DE TRANSPORTE (CAMIONES CISTERNA DE RECOGIDA DE AGUAS NEGRAS, ETCÉTERA); VACIADO Y LIMPIEZA DE POZOS NEGROS Y FOSAS SÉPTICAS, FOSOS Y POZOS DE ALCANTARILLADOS; MANTENIMIENTO DE INODOROS DE ACCIÓN QUÍMICA; TRATAMIENTO DE AGUAS RESIDUALES (INCLUIDAS AGUAS RESIDUALES HUMANAS E INDUSTRIALES, AGUA DE PISCINAS, ETCÉTERA) MEDIANTE PROCESOS FÍSICOS, QUÍMICOS Y BIOLÓGICOS COMO LOS DE DILUCIÓN, CRIBADO, FILTRACIÓN, SEDIMENTACIÓN, ETCÉTERA; MANTENIMIENTO Y LIMPIEZA DE CLOACAS Y ALCANTARILLAS, INCLUIDO EL DESATASCO DE CLOACAS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;1383;352831477;177508472,3;181548371,9;25555915,23;30065782,62;19174330,66;6381584,57;182816544,3;;
43;2022;46;12800;SUDAMERICANA INTEGRAL DE CONSTRUCCIONES SUDINCO S.A.;ANÓNIMA;F;F4210.12;OBRAS DE SUPERFICIE EN CALLES, CARRETERAS, AUTOPISTAS, PUENTES O TÚNELES, ASFALTADO DE CARRETERA, PINTURA Y OTROS TIPOS DE MARCADO DE CARRETERA, INSTALACIÓN DE BARRERAS DE EMERGENCIA, SEÑALES DE TRÁFICO Y ELEMENTOS SIMILARES. INCLUYE LA CONSTRUCCIÓN DE PISTAS PARA AEROPUERTOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;932;339046343,6;305594413,2;89121681,53;1133688,68;1300007,99;-1924028,87;3463358,11;90684976,82;;
44;2022;45;8360;NOVACERO S.A;ANÓNIMA;C;C2410.22;"FABRICACIÓN DE BARRAS, VARILLAS Y SECCIONES SÓLIDAS DE HIERRO Y ACERO LAMINADAS EN CALIENTE Y MEDIANTE ESTIRADO EN FRÍO Y EN CALIENTE, RECTIFICACIÓN O TORNEADO; FABRICACIÓN DE ALAMBRE DE ACERO MEDIANTE ESTIRADO O ALARGAMIENTO EN FRÍO.";SIERRA;COTOPAXI                                          ;LASSO                                             ;GRANDE;SOCIETARIO;1245;329099856,7;146532864,8;389036833,5;29208993,32;34363521,55;21797742,33;7753128,82;391214068,1;;
45;2022;98;708661;YILPORT TERMINAL OPERATIONS (YILPORTECU) S.A.;ANÓNIMA;H;H5222.00;ACTIVIDADES RELACIONADAS CON EL TRANSPORTE ACUÁTICO DE PASAJEROS, ANIMALES O CARGA: EXPLOTACIÓN DE INSTALACIONES TERMINALES, COMO PUERTOS Y MALECONES, EXPLOTACIÓN DE EXCLUSAS DE VÍAS DE NAVEGACIÓN INTERIORES, ETCÉTERA, ACTIVIDADES DE NAVEGACIÓN, PRACTICAJE Y ATRACADA, ACTIVIDADES DE GABARRAJE Y SALVAMENTO, INCLUYE ACTIVIDADES DE FAROS.;COSTA;EL ORO                                            ;MACHALA                                           ;MEDIANA;SOCIETARIO;183;325988157,2;84435161,38;0;11951728,8;0;5975864,4;0;0;;
46;2022;47;30152;ALMACENES JUAN ELJURI CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4649.11;VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.;SIERRA;AZUAY                                             ;CUENCA                                            ;GRANDE;SOCIETARIO;856;324029461,1;32071035,87;145032889,4;5154444,67;6064052,55;2086681,14;3067763,53;148367600,1;;
47;2022;52;45323;FARMACIAS Y COMISARIATOS DE MEDICINAS SA FARCOMED;ANÓNIMA;G;G4772.01;VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.;SIERRA;PICHINCHA                                         ;SANGOLQUÍ                                         ;GRANDE;SOCIETARIO;1653;323600389;73708004;292786443;15090994;26879304;11241674;4125550;301911636;;
48;2022;69;45750;PETROORIENTAL S.A.;SUCURSAL  EXTRANJERA;B;B0610.00;EXTRACCIÓN DE ACEITES CRUDOS DE PETRÓLEO, ESQUISTOS BITUMINOSOS Y ARENAS ALQUITRANADAS, PRODUCCIÓN DE PETRÓLEO CRUDO DE ESQUISTOS Y ARENAS BITUMINOSAS, PROCESOS DE OBTENCIÓN DE CRUDOS: DECANTACIÓN, DESALADO, DESHIDRATACIÓN, ESTABILIZACIÓN, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;1;313950445,3;141279324,3;214963483,9;0;98246712,1;61304410,03;18340550,9;215560589,5;;
49;2022;49;126760;CONTECON GUAYAQUIL S.A.;ANÓNIMA;H;H5222.00;ACTIVIDADES RELACIONADAS CON EL TRANSPORTE ACUÁTICO DE PASAJEROS, ANIMALES O CARGA: EXPLOTACIÓN DE INSTALACIONES TERMINALES, COMO PUERTOS Y MALECONES, EXPLOTACIÓN DE EXCLUSAS DE VÍAS DE NAVEGACIÓN INTERIORES, ETCÉTERA, ACTIVIDADES DE NAVEGACIÓN, PRACTICAJE Y ATRACADA, ACTIVIDADES DE GABARRAJE Y SALVAMENTO, INCLUYE ACTIVIDADES DE FAROS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;725;312896281;155731655,8;125774972,9;35181330,84;41389801;29861472,31;5670043,6;126025443,6;;
50;2022;84;89655;AEKIA S.A.;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;63;299654265,2;140463386,3;359689171,9;22414153,13;26369591,92;17016372,73;5759879,37;361977681,6;;
51;2022;59;753;EMPRESA ELECTRICA REGIONAL DEL SUR SA EERSSA;ANÓNIMA;D;D3510.01;ACTIVIDADES DE OPERACIÓN DE INSTALACIONES DE GENERACIÓN DE ENERGÍA ELÉCTRICA, POR DIVERSOS MEDIOS: TÉRMICA (TURBINA DE GAS O DIESEL), NUCLEAR, HIDROELÉCTRICA, SOLAR, MAREAL Y DE OTROS TIPOS INCLUSO DE ENERGÍA RENOVABLE.;SIERRA;LOJA                                              ;LOJA                                              ;GRANDE;SOCIETARIO;1116;296203522,3;257606218;0;0;0;23215645,36;0;0;;
52;2022;57;40185;INMOBILIARIA LAVIE SA;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;9;291422537,8;128441308,9;25213778,15;890347,25;890347,25;46973,22;815948,28;25214688,76;;
53;2022;51;154476;CANEYBI CORP S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;2;290946581,5;274025766,8;8520536,92;4296527,57;4296527,57;3252172,94;1044354,63;11886730,73;;
54;2022;58;728633;AB INBEV HOLDING ECUADOR AB-INBEV S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;4;287592246,2;287592006,2;173931813;173931082,9;173931082,9;173931082,9;0;173931813;;
55;2022;60;4164;MAQUINARIAS Y VEHICULOS S.A. MAVESA;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;4;284850791,6;128563000,1;205499407,3;0;4797862,35;0;1632067,22;205531106,7;;
56;2022;56;8018;HALLIBURTON LATIN AMERICA S.R.L.;SUCURSAL  EXTRANJERA;B;B0910.01;"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;622;278744237;124051081,6;0;0;0;15426041,03;10277896,19;0;;
57;2022;54;193;COMERCIAL KYWI SA;ANÓNIMA;G;G4663.21;"VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;905;275333799,4;206369577,6;329034459,7;41449685,18;50433075,79;30232395,14;11410928,56;330703200;;
58;2022;121;175280;VITAPRO ECUADOR CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4773.22;VENTA AL POR MENOR DE FERTILIZANTES, BALANCEADOS Y ABONOS EN ESTABLECIMIENTOS ESPECIALIZADOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;221;273583166,1;55439774,79;646986297;44869889,13;53114832,6;33385920,69;11537709,42;647313024,7;;
59;2022;70;155875;EXPLORACIONES NOVOMINING S. A.;ANÓNIMA;B;B0990.02;"SERVICIOS DE APOYO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO, REQUERIDAS PARA LA EXTRACCIÓN DE MINERALES METALÍFEROS: PERFORACIONES DE PRUEBA Y SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS DE PROSPECCIÓN TRADICIONALES, COMO RECOGIDA DE MUESTRAS Y REALIZACIÓN DE OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS; DRENAJE Y BOMBEO.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;457;271543119;-3055555,86;0;10653,05;4310;-887935,17;2663,26;4310;;
60;2022;53;109248;LETERAGO DEL ECUADOR S.A;ANÓNIMA;G;G4649.22;VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;620;270659791;70205982,36;528551906,6;0;8878001,11;4820137,83;2809111,07;528583156,6;;
61;2022;67;147928;SASETAF S.A.;ANÓNIMA;K;K6430.10;"ACTIVIDADES DE ENTIDADES JURÍDICAS ORGANIZADAS PARA LA MANCOMUNIÓN DE VALORES U OTROS ACTIVOS FINANCIEROS, SIN GESTIÓN, EN NOMBRE DE ACCIONISTAS O BENEFICIARIOS. LAS CARTERAS SE ADAPTAN A ESPECIFICACIONES CONCRETAS PARA LOGRAR DETERMINADAS CARACTERÍSTICAS; POR EJEMPLO, DE DIVERSIFICACIÓN, RIESGO, RENDIMIENTO Y VARIABILIDAD DE PRECIO. ESAS ENTIDADES OBTIENEN INTERESES, DIVIDENDOS Y OTRAS RENTAS DE LA PROPIEDAD, PERO TIENEN POCOS EMPLEADOS Y NO OBTIENEN INGRESOS POR CONCEPTO DE VENTA DE SERVICIOS. SE INCLUYEN LAS SIGUIENTES ACTIVIDADES: FONDOS DE INVERSIÓN DE PARTICIPACIÓN ABIERTA; FONDOS DE INVERSIÓN CERRADOS; FIDEICOMISOS, LEGADOS O CUENTAS DE AGENCIA, ADMINISTRADOS EN NOMBRE DE LOS BENEFICIARIOS EN VIRTUD DE UN CONTRATO DE FIDUCIA, UN TESTAMENTO O UN CONTRATO DE REPRESENTACIÓN; SOCIEDADES DE INVERSIÓN MOBILIARIA.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;5;270165346;270161274,7;33116260,52;32863106,96;32863106,96;32863106,96;0;33116260,52;;
62;2022;0;745775;TABOSS S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;2;270066537,4;270057473,2;24820148,21;24812084,21;24812084,21;24812084,21;0;24820148,21;;
63;2022;106;703439;AQUACARGILL DEL ECUADOR CIA.LTDA.;RESPONSABILIDAD LIMITADA;A;A0321.01;ACTIVIDADES DE ACUICULTURA EN AGUA DEL MAR O EN TANQUES DE AGUA SALADA: CRÍA DE PECES INCLUIDO LA CRIA DE PECES ORNAMENTALES MARINOS.;COSTA;GUAYAS                                            ;ELOY ALFARO (DURAN)                               ;GRANDE;SOCIETARIO;248;254950316,4;82186741,06;263875726,3;22691804,48;26696240,68;22038996,66;707853,11;264092588,9;;
64;2022;77;179924;SERVICIOS PETROLEROS IGAPÓ S.A.;ANÓNIMA;B;B0910.01;"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;37;252390045;92624502;106359196;42005984;49418805;31437614;11132590;106607558;;
65;2022;62;2041;COMPANIA AZUCARERA VALDEZ SA;ANÓNIMA;C;C1072.02;"ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA.";COSTA;GUAYAS                                            ;MILAGRO                                           ;GRANDE;MERCADO DE VALORES;1750;250839293,5;67904557,76;124674619,9;-19142096,99;-19142096,99;-19208657,56;0;125697652;;
66;2022;63;25827;LA GANGA R.C.A. S.A.;ANÓNIMA;G;G4759.05;VENTA AL POR MENOR DE ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS: REFRIGERADORAS, COCINAS, MICROONDAS, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;2267;249202759,3;48606803,32;160964068,5;3340156,93;3876638,28;1525649,84;1678334,49;165855904,5;;
67;2022;64;175748;AGROAZUCAR ECUADOR S.A.;ANÓNIMA;C;C1072.02;"ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA.";SIERRA;CAÑAR                                             ;LA TRONCAL                                        ;GRANDE;SOCIETARIO;2597;246554761,9;162075719,1;118644906,5;-1293803,87;-1293803,87;1216977,54;2018195,85;119797193,7;;
68;2022;65;4238;NESTLE ECUADOR S.A.;ANÓNIMA;C;C1079.29;"ELABORACIÓN DE OTROS ALIMENTOS ESPECIALES: CONCENTRADOS DE PROTEÍNAS; ALIMENTOS PREPARADOS CON FINES DIETÉTICOS, ALIMENTOS SIN GLUTEN, ALIMENTOS PARA COMBATIR EL DESGASTE CAUSADO POR EL ESFUERZO MUSCULAR, ETCÉTERA.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;MERCADO DE VALORES;1286;245449326;15662264;455829054;12127539;19413931;9215449;2912090;455829054;;
69;2022;74;8343;GENERAL MOTORS DEL ECUADOR SA;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;4;243790066,7;155599714,5;618724713,1;0;24584880,4;14797907,61;6546440,13;618724713,1;;
70;2022;72;7307;NOVOPAN DEL ECUADOR SA;ANÓNIMA;C;C1621.01;"FABRICACIÓN DE HOJAS DE MADERA (ALISADAS, TEÑIDAS, BAÑADAS, IMPREGNADAS, REFORZADAS CON PAPEL O TELA, CORTADAS EN FIGURAS) PARA ENCHAPADO SUFICIENTEMENTE DELGADAS PARA PRODUCIR MADERA ENCHAPADA, TABLEROS CONTRACHAPADOS Y OTROS FINES; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLEROS DE MADERA ENCHAPADA Y OTROS TABLEROS Y HOJAS DE MADERA LAMINADA, TABLEROS DE FIBRA Y TABLEROS DE PARTÍCULAS, MADERA COMPACTADA, MADERA LAMINADA ENCOLADA.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;634;243252174,6;192504358;241135611,4;37739563,17;44399486,08;33147092,25;4687061,98;241866849,1;;
71;2022;83;25119;FABRICA DE ENVASES S.A. FADESA;ANÓNIMA;C;C2591.00;"ACTIVIDADES DE FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA, PRODUCCIÓN DE OBJETOS DE METAL DIRECTAMENTE A PARTIR DE POLVOS DE METAL QUE SE SOMETEN A TRATAMIENTO CALORÍFICO (SINTERIZACIÓN) O DE COMPRESIÓN.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;759;240688709,8;71927747,75;178144385;7305083,42;8594215,79;5489959,98;2046696,12;178632911,4;;
72;2022;99;183429;HOLDING SOLA & SOLA SOLACCIONES S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;4;240074665,5;226526097,1;48975120,13;44132349,54;44132349,54;43943492,56;188856,98;48975120,13;;
73;2022;105;2592;IASA S.A.;ANÓNIMA;G;G4659.22;"VENTA AL POR MAYOR DE MAQUINARÍA PARA LA MINERÍA Y CONSTRUCCIÓN; INCLUYE PARTES Y PIEZAS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;383;239956940,1;118913123,2;169673973,7;0;14087612,71;8138692,73;3742472,56;171921010,2;;
74;2022;104;148981;INMOBILIARIA MERIDIONAL S.A. INMERISA;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;12;236677942,1;598841,91;7591152,25;638088,96;638088,96;365166,98;272921,98;7826683,91;;
75;2022;113;324798;MONTANGELLO-HOLDING COMPANY S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;2;236623839,8;236457639,8;43758085,7;43737014,68;43737014,68;43737014,68;0;43758085,7;;
76;2022;75;30062;MARCIMEX S.A.;ANÓNIMA;N;N8211.00;ACTIVIDADES DE PRESTACIÓN DE UNA SERIE DE SERVICIOS ADMINISTRATIVOS DE OFICINA CORRIENTES, COMO RECEPCIÓN, PLANIFICACIÓN FINANCIERA, FACTURACIÓN Y REGISTRO, PERSONAL Y DISTRIBUCIÓN FÍSICA (SERVICIOS DE MENSAJERÍA) Y LOGÍSTICA, A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;SIERRA;AZUAY                                             ;CUENCA                                            ;GRANDE;MERCADO DE VALORES;1620;234860672,6;76155209,06;199932967,1;9212000,63;10837647,8;6359341;2852659,63;207616949,1;;
